,Electricity Bill(Monthly in Rs.),Gas Bill (Monthly in Rs.),Oil Bill (Monthly in Rs),Car Mileage (Yearly in Rs.),No. of flights in Past year(4hr or less),No. of flights in past year (4hrs or more),Recycled Newspaper past year,Recycled Aluminium and Tin Past year,CO2 Footprint (Tonnes)
6751,1300.5148840440997,3611.1019188391047,3349.849200740628,61493.55405639068,85,27,No,No,577.7413158454881
6752,9887.165970234419,147.24980575614066,4339.723894133897,48289.07495146658,165,16,No,No,917.2004128638989
6753,1717.7701884065702,2125.109170428034,4962.528326777727,28556.47038074451,194,30,Yes,Yes,666.1138226021524
6754,1190.9622385513294,2261.1539307457506,653.0110919874437,33713.006010968675,162,7,No,Yes,336.0398629597199
6755,9119.318208168415,113.31856765738179,2119.6488165431856,73424.71862391502,39,13,Yes,No,683.6093527219908
6756,4433.437600561072,3872.304335022681,3420.4356916865163,41713.429867694314,11,20,Yes,Yes,695.8328729961745
6757,13.194782883747482,2541.2136645846504,3412.7532536745284,67166.5255395796,150,6,No,No,449.3327799128357
6758,9486.544050492726,150.62817770030557,435.7535759941721,9967.272172091336,66,12,No,Yes,597.300691531781
6759,2261.960290834143,1050.511733544769,496.8121957530496,37641.10593858111,199,11,No,No,350.6679071856798
6760,3414.069214856539,577.0069724803736,2805.418349669429,54520.69328249556,132,15,No,No,495.3483104380964
6761,2987.299670497364,518.0117576395064,949.3300176401941,67669.639103167,0,39,Yes,Yes,350.19550341960763
6762,7347.377965120174,420.19423844814537,665.5615415465965,23800.64878507722,106,29,Yes,Yes,576.903024054825
6763,6836.812943995247,276.7872346574525,2240.3938420009968,70312.82667017168,44,47,No,No,655.5948279870408
6764,9751.275129124126,2326.1303483217307,4336.775535234765,69952.28928820512,145,20,No,Yes,1030.5647595755127
6765,6484.004006794483,618.8181448966008,4757.304001027926,51508.59392922388,0,47,No,No,765.6067336239031
6766,769.9020374145513,3287.0456663889427,1436.1035759640727,64065.051120793905,63,27,Yes,No,413.5683016843671
6767,6199.085616224766,1212.944970065944,4180.53746335902,27450.083616539065,141,6,No,No,727.09975548858
6768,6735.273587745084,477.1776428311487,3190.1765712757397,49593.36932533535,26,3,Yes,Yes,599.388046765839
6769,2845.8501118482186,3148.5182439320693,191.64227824416616,30078.94085564463,140,7,No,No,429.9883090372401
6770,2563.654737303135,3314.7887294179104,2156.0685847454006,48917.17294994523,6,12,Yes,Yes,479.45844035619837
6771,2251.864547057382,172.85488193591257,398.83695583333594,64718.2712445404,195,3,Yes,No,289.3287751683249
6772,8937.063054072672,1869.1781236396803,943.8943367108565,23027.575540056037,70,23,No,Yes,718.9455841923841
6773,8183.974474365157,1696.489728198318,4852.320831169542,37268.924280310115,140,30,Yes,Yes,950.601722686384
6774,1515.510964737441,2453.686831286726,1652.089722161199,30788.043242784337,70,4,Yes,Yes,361.1872306742763
6775,5782.0313816073685,473.41605324053955,4217.178258601593,73707.81684863359,126,15,No,Yes,698.1881495957155
6776,6368.548209794292,2520.7273514802764,2748.7400807488993,72990.12872037079,199,19,No,No,802.246882373774
6777,6776.08805349668,450.16456301157314,4229.617524085615,53123.611654395696,106,43,Yes,No,792.3184790810068
6778,9859.767043669812,1718.0002557701048,4846.279513708971,14675.247359734094,146,23,Yes,No,1018.4272984522476
6779,779.2914704572242,1282.7463964088624,3041.4058221104206,11222.649716227028,39,33,Yes,Yes,378.579363597618
6780,6970.335029971288,2028.3124376875808,2022.3726410609443,38728.362421441794,135,40,No,No,764.4157494285034
6781,6898.019724933776,1221.5928238979222,4313.2701722264255,72776.71170921526,15,14,Yes,No,737.8592246695972
6782,8831.725134219298,1549.496435366896,1944.7622506673001,13498.77449190658,138,49,No,Yes,844.0172154902808
6783,7317.37606021714,3705.2572021840792,642.7573713334039,9245.27305291749,199,27,No,No,787.6809206123038
6784,7747.765407316999,291.05876465652904,1586.0430903324961,49499.087631619106,196,25,Yes,Yes,694.0018432468858
6785,3728.8098664966083,715.3716274830495,2017.3125238826378,23373.854559683874,78,37,Yes,Yes,480.83035858437614
6786,3329.7191329500397,3329.491625495751,3106.8290948058993,76520.63367377546,102,1,No,Yes,613.7620589760786
6787,6413.208975226653,1870.824719324405,1929.5564940296765,15130.782787306947,31,11,No,Yes,591.2503700775935
6788,5317.5627794346765,3944.3793487020575,166.07606809426846,33066.32469538634,77,37,No,No,632.6214578291823
6789,3688.7091696575762,2163.2751681266377,3464.321272163653,48510.22363677418,114,48,Yes,No,690.5078679474434
6790,9041.993063127553,3767.5211083084714,4512.445445148197,79010.61315018505,45,5,No,No,994.5868538455875
6791,2886.3582958738957,3370.731802407559,2973.5478712828904,14576.518630602379,33,50,Yes,Yes,630.4104097463477
6792,8725.637016125831,177.9661307024931,3390.163993161792,27493.739895588453,105,23,No,Yes,778.2854580808856
6793,9141.78810850941,2546.297091116796,2079.182528722293,29411.657492937607,197,21,Yes,No,897.3488905628958
6794,4270.274615385541,1470.6735008517298,375.9066636302637,34376.36667946223,42,39,No,Yes,445.2091674359542
6795,4028.996617440877,3385.159652507183,290.96337134053783,55077.524403066935,98,43,Yes,Yes,575.9382567922249
6796,7599.984982421603,536.0834167342914,3617.7845599642137,40180.17913886033,75,38,Yes,Yes,772.2695893535124
6797,1702.9100752627246,2511.9446144836793,2908.2413657090938,27477.582767008458,196,50,Yes,Yes,614.2491535672184
6798,4343.116458868419,35.100842071644976,675.5353884547932,38247.92735888638,100,2,Yes,No,342.6150890538093
6799,17.752009153429512,741.7796709477111,913.9751648762955,25845.780749714355,149,3,Yes,No,190.35709341695775
6800,2121.2384304189295,333.3015581036143,4065.9710744041354,54795.51049697473,145,30,Yes,Yes,525.9849417475723
6801,2313.9143868566903,2524.6644159601587,337.0607392471902,73692.26221883293,71,0,No,Yes,341.31976249178985
6802,6021.142157263915,1835.619714373072,758.1243401727527,76046.4182928578,81,18,Yes,Yes,569.5023587063812
6803,8022.4317192463195,3175.821727615507,3099.680082582593,22847.747328552585,162,14,Yes,No,892.0480908209407
6804,8063.060156934871,1295.9636263873008,2197.839311983433,15918.82727706992,151,10,No,No,727.0396065259207
6805,8355.69846867589,1944.7877844121379,2631.5136941037817,52524.47376847252,105,25,No,Yes,823.0452191425318
6806,2191.6540350186806,2075.459538183639,292.1608485968135,29580.822877253817,79,30,Yes,Yes,361.664975575357
6807,9352.803724846573,1173.5460612034199,1928.9264829350986,30701.322450906213,195,35,Yes,Yes,857.9947324215656
6808,3442.5706167318026,3261.2046873826366,3655.6761347121287,70366.06767329176,44,3,No,No,617.2635018081936
6809,8605.614137150671,1552.8058074937096,1307.3682107589661,32795.07531345029,159,41,No,Yes,797.8794057505245
6810,9968.10287084981,1839.0758143060843,1642.9390937912708,67248.68777174334,164,45,No,Yes,928.55817143973
6811,6120.965279349756,2943.4479261295473,2855.443980462385,42646.602036331526,174,17,Yes,No,787.2426859881391
6812,1373.6732510079528,2527.2285018271637,4667.455206207996,26466.77632263199,113,21,Yes,No,587.3959378220351
6813,4269.566410892204,1925.7723198622305,5020.123177842858,52908.506816456786,160,10,Yes,Yes,739.7911031052297
6814,2993.097262522558,56.25838673902116,2809.076921294515,66136.64402396715,43,6,No,No,381.9529920288401
6815,5914.1780447394685,275.1654008483089,2530.612260309685,16992.351657073574,98,29,No,No,592.5071025053996
6816,5177.021420488651,3293.028428425649,3980.8095522958306,46621.418127522964,143,4,Yes,No,775.5418169330867
6817,7840.363306952089,265.60848223798473,3111.7676716916008,31256.507863135255,22,31,Yes,Yes,694.0247129889929
6818,3588.220029565102,4005.2792881476034,333.1124206363222,80382.60292024896,49,12,No,No,502.75569409936753
6819,7537.531144467104,622.2014635573328,4183.17086643123,35658.8835621552,112,3,No,No,747.1953748816987
6820,5929.889608337067,1831.267483274299,4194.875905050175,63807.36214580885,33,1,Yes,No,690.1081439925262
6821,2289.7093961792193,863.5941528308846,4401.160386076437,34553.58992374432,140,3,Yes,No,511.54566615622815
6822,979.5553295289045,3799.579074893556,1572.6211962727032,37247.103668065145,76,41,No,No,486.6452597704726
6823,6912.183572289062,774.3469403281275,2951.9704922746946,10836.823181194579,1,40,No,Yes,663.2517298824946
6824,2517.4335567780704,422.2881283186137,1712.501750869681,67625.39234731815,75,39,Yes,Yes,404.85376736890356
6825,5682.559964512188,2046.9848575933988,4217.054182102431,54221.608317831364,194,2,Yes,No,776.665199734874
6826,7380.204709759132,3941.252548917479,482.39335803124663,15931.770110827074,143,10,Yes,Yes,728.5747800030642
6827,7496.424346032092,3023.3326946872935,543.880612316498,22646.386107522612,29,11,Yes,No,632.1948217461214
6828,5081.353462294383,162.0409600864503,1955.368472955905,82184.30449845157,79,1,No,No,464.04432617389074
6829,695.4420772051217,443.34955219298934,1018.2475513421134,27673.4357479389,5,12,No,Yes,157.4905543146661
6830,7510.139028509019,35.89897349524017,2120.216767406559,27181.443703441848,80,45,Yes,No,669.7789127265537
6831,9187.855521214453,1276.3126935575035,2308.224774045605,53241.706967930375,78,28,No,No,805.4890052614368
6832,527.5166287560681,1982.3162816630756,3645.283772248097,46372.75194766687,72,9,No,No,415.61699794835096
6833,8318.794824324168,3927.4331456293244,355.03544839282245,18190.519290755437,146,39,No,Yes,836.3637263766012
6834,5457.762444011051,2461.301959421986,2949.3095687239625,11892.54578124649,8,33,Yes,No,664.1674273967307
6835,2685.8433202047613,3748.6388676577494,1818.8239532436917,64655.656095270315,109,32,No,No,596.6378523786822
6836,7755.954212202536,252.66971963113537,4379.773504509237,20203.709688828356,108,32,Yes,Yes,805.6904247531268
6837,6585.681734775921,3737.3704792182716,4395.522974549632,59843.881868899865,84,22,Yes,No,908.6286226349648
6838,5989.253385034097,3885.722173656991,4212.217874471913,18228.095835118875,86,45,No,No,910.1016245938172
6839,9591.874689196362,1186.2661364883238,4729.004098569972,20951.558067653743,192,22,No,No,995.4919903543727
6840,9992.137800697748,792.9671845782942,3637.7322931527356,47469.357452338554,145,30,No,Yes,936.3422824837955
6841,6269.960447239094,1727.199609632621,2454.694846147931,43329.76066536589,179,25,No,Yes,729.1984172559426
6842,1857.7466987604223,1023.0326947514669,1715.9705659641966,77377.412685539,167,38,No,No,454.38233314713915
6843,4963.465734214901,1472.9783839957988,2781.147829180645,45707.577662279684,168,22,Yes,No,653.9856617313686
6844,101.60212671543145,2360.0039656393706,2817.8578986120215,35519.97955621792,12,36,No,Yes,388.36568304491243
6845,4737.551236494719,17.531533373390964,2097.4658339288617,69959.46331581387,0,17,No,No,433.35765304480293
6846,6196.3364410077465,2159.493414293695,922.4692071890078,10212.260913053207,8,7,No,Yes,514.7264206701607
6847,1901.389081145479,2765.441080502844,2768.6559078643536,31223.04416568736,65,50,Yes,Yes,559.5207447263194
6848,4445.63473342066,1030.1167755707772,2565.9348271793615,78088.20701074656,25,47,No,No,580.6221137269293
6849,4454.135919994978,357.46799068329005,859.4483618216419,14052.343153941125,18,20,Yes,Yes,360.61871329933865
6850,2585.4378052115394,2089.5227947415533,3257.540275644915,71845.49722264084,40,24,No,No,532.8404284744181
6851,5919.776190396669,982.0606730738494,4502.559456994033,76091.00362832278,60,4,Yes,No,688.6799910855526
6852,4902.80663310834,3245.2879199180893,3115.9124182662963,82059.74943940798,192,11,No,No,766.2126166944994
6853,4368.653900644067,1042.066297074273,4505.368439189686,39675.220305076626,110,14,Yes,Yes,645.5878392149353
6854,5022.066988090872,1338.9529822849458,2483.6898566226973,48309.57524484355,137,23,Yes,No,619.397307565626
6855,9163.113867014166,3315.0941272329505,3082.095251842831,16298.918915195467,82,35,Yes,No,957.8653743985958
6856,8232.67963209327,3780.6867688208968,135.70459354367173,57118.713390261066,86,10,No,Yes,730.3229373723643
6857,1117.3196723560502,2187.01932621891,3314.819347857176,81088.95362840526,198,46,Yes,No,602.9782272623361
6858,803.362618797219,2268.621514109285,1510.3140456938645,79713.37317432572,155,29,No,Yes,427.2406929631535
6859,7618.733783975277,1386.321925338349,169.55563770658424,67132.14412463296,173,44,Yes,Yes,700.8125151986173
6860,2452.077738650388,2729.2689546438482,2370.2429983512857,17053.55651858233,132,50,Yes,No,595.3585856296351
6861,3606.206384243379,947.3273716382164,2684.7822714775625,22593.976712383424,12,37,No,Yes,487.7673413236575
6862,7067.909476819908,3488.7545123756795,915.8695948479167,14815.775013106648,111,25,Yes,No,727.9567226718528
6863,7914.510549382807,1833.9185697821983,4248.241834947013,39089.34492378096,192,19,Yes,No,914.7414836755624
6864,1130.1421939841077,3960.3640778179097,2243.508831898987,47877.45478321772,98,39,Yes,No,552.7044229112696
6865,8515.299097749281,3437.6467430628477,1867.939249321699,29406.98339992807,66,15,Yes,Yes,813.9839826722844
6866,1050.053230279767,182.22848593129658,2883.1783334527177,67568.10014143566,194,16,Yes,Yes,396.1837654970265
6867,4629.7255761900105,1487.0053649578672,4943.782380725214,67644.4373840756,74,47,Yes,No,771.354631687948
6868,3501.1361133835126,2824.3033455685504,2784.0245317749072,13183.175726955302,161,20,No,No,627.3153120524129
6869,4115.07726278201,837.5392786276474,3908.370353206228,43759.27293629638,72,0,No,Yes,537.8122061899959
6870,2966.086772188852,3725.871681259152,4853.362441712907,18953.56283533905,84,14,Yes,No,710.1124540827583
6871,9873.652176454094,3824.752953995617,3598.6289558174576,39462.662454052304,62,19,No,Yes,1014.0685570216468
6872,6841.2356073357605,3216.387910685146,3865.0048763150444,21078.259015336967,155,34,No,No,914.9489225189559
6873,2906.3342989857824,796.4371242939657,4435.4745928321345,54406.08957555211,83,3,No,No,518.9152195995455
6874,5617.889850447481,240.44190576875633,4854.799529846337,76621.37040250473,80,31,No,Yes,724.4160319466599
6875,6126.435639526736,37.042154838409886,5025.901919404382,29646.168088209997,114,45,Yes,Yes,780.9562790453607
6876,3760.2208479875017,3355.3245290403606,932.2749984036016,66126.95035008388,176,49,No,No,657.1348150920493
6877,1514.9583398781515,516.8645285108224,3511.377560897645,39445.457082947454,122,36,Yes,Yes,466.94448832890237
6878,4685.250287053912,3328.8707789227674,2490.443291491615,71420.49543855998,70,31,No,Yes,696.4544976312832
6879,7300.740786281804,1836.387426152153,3715.2582669500057,10511.947224369129,171,2,No,No,792.3885423890838
6880,6251.155098509872,3751.626398198266,712.687296660902,50222.09882317789,58,25,Yes,Yes,672.1505898736734
6881,7933.713006776172,1774.7210779682,1750.2063293413505,48777.322432849156,108,22,No,No,735.8214894178412
6882,9719.647053723518,2560.385127983441,4660.293415103657,71207.72106517962,28,45,No,Yes,1050.627317313718
6883,9051.485425929372,1994.7356558987572,4148.314308661301,72066.34604336205,195,4,No,No,958.9975719224684
6884,7406.578489854859,2539.9664083968037,562.0937024509885,21662.54826395263,134,11,No,Yes,660.5006079109545
6885,9750.638743241165,2537.398409159462,1792.9849695630505,43674.6329108975,105,48,No,Yes,927.1190812811498
6886,131.13555953482617,2940.6044233059088,4614.176059742729,55362.947913249525,44,32,No,Yes,538.5276609003363
6887,8041.39799465259,1133.0471308449933,260.2762518185219,13153.506112381481,75,21,Yes,Yes,589.0096122307602
6888,1066.7042847531384,464.0758416967825,193.1574134618013,30959.952899198994,144,26,Yes,Yes,239.90853189439625
6889,3692.365172020065,610.7813331914349,4148.165020488199,39470.3367961474,65,22,No,Yes,560.1192982156651
6890,5331.612014385344,2038.08189246042,509.00956603513674,45666.993384580725,191,41,No,No,629.1314329772973
6891,5755.4751573732665,2679.577554708322,2388.969472119381,41820.64319728902,108,42,No,Yes,746.2281966219576
6892,3323.1889733747525,766.5008303677896,1289.3509011770186,33962.32708112188,137,34,Yes,No,451.20515981002814
6893,3283.4145099494017,3190.923632963582,2794.6837431668196,18016.45743021262,77,41,Yes,No,637.5518846767909
6894,3387.2227295797943,2897.6703275232385,592.8530810471193,55033.03049278357,43,37,Yes,No,490.324131621721
6895,5757.370910693362,1100.6574789032209,1472.9051924804908,20054.209472771126,176,17,Yes,Yes,585.387046570713
6896,2557.6640579227887,1286.292074344599,2168.100134479736,27811.351462967676,149,28,Yes,Yes,478.8408383700152
6897,4006.770333284189,2520.6512122110544,4858.375858068183,32414.52595589389,178,4,Yes,Yes,736.6916048719306
6898,6296.40333131386,3960.862249012368,862.3174644851732,32789.26050115691,51,22,No,Yes,676.7211376084963
6899,4544.251895388837,2171.728968169556,2233.2293231015533,78211.38122402359,140,22,Yes,Yes,635.0599476755426
6900,3034.5443502333133,2824.360467683461,2091.0699666243954,54206.20815244944,68,30,Yes,No,550.6324082751265
6901,7609.496689244677,341.8153126912713,2549.519000463209,56415.87688842952,139,47,Yes,No,763.7089749987383
6902,7265.614618210978,144.6834713381746,3869.1374994899934,56070.078977741585,200,13,No,Yes,768.4865996187231
6903,3633.010716955164,1692.2695663525992,4561.406009790925,77161.54493337059,54,18,Yes,No,637.1584646755261
6904,3920.051045265474,1383.9709930770912,289.82896256404257,23321.970811918123,85,9,No,No,370.77367186856077
6905,848.9190337231013,1083.6727589216528,1452.7999176520434,41500.99084812253,181,46,No,No,400.86215584619845
6906,2881.194827279187,3949.975543002852,881.9559482792731,60667.65992064265,68,40,Yes,No,557.91368118624
6907,8118.1772451807865,2044.0466767940159,375.7295175652524,71104.01861638555,97,38,No,No,719.9565609995861
6908,1881.2250636661927,2130.5629450504903,2521.531579938108,47198.75090199802,91,19,Yes,Yes,463.5789113304182
6909,238.11185561709985,1984.838048506776,1198.1679983559895,34082.82679011415,20,42,No,No,301.4390784557119
6910,9878.803631127335,459.59081488350705,4921.83326408365,39458.62001131373,109,11,No,Yes,920.6774427407645
6911,1612.9079755749062,1717.7179513925423,4739.693215932143,21558.4906846312,153,38,Yes,Yes,618.9161316863864
6912,9721.202134929255,808.7659728491177,1949.8889117067718,80393.00596321933,191,4,No,Yes,808.6892865252688
6913,2829.6850221707205,3604.772919168433,308.2712995671743,55091.90835824241,17,14,No,Yes,417.2296741473567
6914,2115.6166683787,1393.259723351367,302.7368625718323,24509.35779202443,68,40,Yes,Yes,336.4018396289867
6915,4452.901761895121,2379.296447162541,2589.950292249159,74137.90988498226,21,43,Yes,Yes,640.4570718921727
6916,2305.765195453622,3220.524144494816,2644.307261575097,13742.948342987795,71,17,Yes,Yes,521.4120152217662
6917,2064.7943071491195,418.81229649033736,3737.3204321145754,26733.312647987037,189,41,Yes,No,546.3406096015
6918,2819.0721552138457,98.05719188280258,4549.492140138556,26945.87467686777,80,17,No,No,502.4142171377652
6919,7210.038003722419,1882.781145597036,4487.236153049439,9673.27645899107,56,39,Yes,Yes,851.3227921878662
6920,6774.057681950319,3560.0636271294884,1604.3122818877464,25066.59907626835,152,7,No,No,742.2613192884736
6921,3953.7591299978653,1569.498820703626,2622.1241792859887,43206.00324456624,193,2,Yes,No,565.8204298230903
6922,4950.165126143778,3930.973477387024,1321.4940360934274,38950.828420542995,152,0,No,No,640.0847669507602
6923,4152.24992302296,2022.395454929588,4714.301484264459,13953.982462528886,123,33,Yes,No,736.3717392761496
6924,6987.73860741699,1000.1676888220811,3511.1877452471094,71234.01651240396,123,36,No,No,792.9096246814124
6925,8661.249764783894,3265.1481632780083,494.13795275698214,60643.50534379971,153,8,Yes,Yes,779.7588701648202
6926,8337.541499205603,702.8675073660306,137.9797293626688,54864.06728670763,45,29,Yes,No,592.7216341322511
6927,9509.518220449932,2557.4570014579263,1766.1259761428366,65437.68707255231,28,1,No,Yes,776.8422031958909
6928,3248.093393667225,1790.0552228284557,3723.9642072291263,61017.55308327629,134,25,Yes,No,627.791713542363
6929,464.6577064224858,3343.1206367057607,2991.5894780784383,74961.80775411664,108,24,Yes,Yes,510.7430825885408
6930,3118.2117289328385,3140.7928537378075,563.5933270449322,77781.91264570582,92,2,Yes,Yes,446.16461906330136
6931,1790.2457193198518,2192.6547836520544,1669.037016573522,26683.62422502597,137,41,Yes,Yes,479.49289941131434
6932,7235.1797832569455,2677.39468571571,1556.2245756516036,61232.764100945584,40,43,No,No,749.2987899652535
6933,2345.8022616828976,3904.171418012462,1921.1160038244295,12038.56777162285,84,42,No,Yes,580.1139066698777
6934,3418.334606869576,24.576047308715978,4440.907213995338,23704.843266008025,143,13,Yes,Yes,548.27748002517
6935,465.6801612427491,3222.431099112486,4965.387209141635,27721.903593418665,77,26,No,Yes,584.7623704045527
6936,347.0124591392437,1429.0159179868876,4441.903847163635,55158.29541788014,122,16,Yes,No,468.37958385392994
6937,1455.9261079868265,3092.133986832955,3292.094845866917,15117.836086472184,49,2,No,No,462.2730590236758
6938,9904.442413241291,1379.2648574834664,5069.077102292382,28952.155831428958,160,15,No,No,1011.4085895459838
6939,4354.140569597348,2828.2618883339696,2226.9991113110327,43150.62889161827,181,46,No,Yes,720.7880772426568
6940,7660.364865190119,3810.533256944453,3233.9294536387238,24119.161739060022,81,3,No,No,845.7912344295817
6941,1939.8453282956325,1776.9035521781639,3593.7749310080744,70859.32495470556,10,3,Yes,Yes,438.2670331839392
6942,3602.1577335388297,1163.270571355057,3458.74753008895,76860.0358760235,164,30,Yes,Yes,632.163935627984
6943,5213.829552776006,206.90955105756382,395.67964206163475,9378.349480763512,54,15,No,Yes,373.4411507726464
6944,3914.498896406879,3291.8486085519567,1068.1981923972899,82739.84902038895,112,45,Yes,Yes,631.9686822438393
6945,2985.1135646378098,2513.034456249043,3798.6208288514545,19366.790985969918,185,16,Yes,No,647.957730366125
6946,274.6803551272371,1638.819534592897,4758.464755497777,45853.67069889827,22,41,No,Yes,489.8162028219962
6947,6010.789194580906,2094.7874968736596,2807.307397247295,67480.1966339743,194,23,Yes,Yes,768.1103219162567
6948,9459.485274433297,127.68422563123382,3376.0894246823887,29979.979604075277,196,50,No,Yes,923.8095431915526
6949,8216.7116923058,286.5133849539536,4177.65476348253,68634.77427414928,141,34,Yes,No,862.0005465311891
6950,664.9489687332442,2376.7789924151557,1616.2132475276262,10262.886226423885,90,15,Yes,No,337.6436065050393
6951,8396.882967352842,235.56039628658465,1620.0870694158837,62588.479860425075,18,4,No,No,588.3356455579351
6952,217.8422543833974,2826.279486337804,2484.446835532145,56311.245170482056,112,26,Yes,Yes,441.23057943776973
6953,2724.464965069,2714.090034544694,3153.617051776457,49728.189566923655,17,1,Yes,Yes,494.89613578402356
6954,1183.7377451202685,2047.7092805944947,1114.9073327879887,33455.39094740258,59,27,No,Yes,337.80011257677046
6955,3267.5553203829404,1967.3503636730395,4154.584548357319,46227.447378806115,4,46,Yes,Yes,631.226417109756
6956,1340.9342743886946,2521.5513869430392,2231.5538993996684,79864.3335088625,24,14,No,Yes,404.50170427199794
6957,3702.803689542958,614.9922546903819,3576.0009255845935,49856.51649170208,198,23,No,Yes,608.0136633820022
6958,1561.6139692050742,3711.200226027725,112.51643727343932,51782.806244243366,179,11,No,Yes,426.37613242214735
6959,9329.53249570437,1881.8337201993172,2328.9849613632664,60682.484674314604,179,24,Yes,Yes,895.4039580983225
6960,535.8470700777584,1113.0944194410731,104.92541711947736,37879.52268952773,119,9,No,No,192.88512572935258
6961,7346.8202112455065,3220.5881306011065,4096.128440733601,24751.150224595574,115,47,Yes,Yes,962.646899187111
6962,6674.902510413339,3492.672286046346,4820.835814801594,11228.536645496572,68,47,No,Yes,951.5021723253947
6963,9751.18981085013,3198.588553458133,2759.9390205464315,10183.829955718356,157,3,Yes,No,932.8555316195659
6964,5048.616727151019,1071.6611693044988,3930.2127331399756,62898.73008026348,171,42,No,Yes,754.7586073680275
6965,1306.5226822278682,1505.4725495635919,3297.7079930744057,61491.26523745461,189,6,No,Yes,475.48130104655013
6966,9460.63244240076,1068.6599216891511,1512.8538423107634,45174.766936168024,109,23,No,No,766.8331241450649
6967,3973.3954948190894,3437.075060087794,889.2646757988603,54546.43539345921,32,17,No,Yes,515.9310002956634
6968,8990.298707936616,3169.8144876517204,1737.7730908440979,75097.34372590623,183,1,Yes,No,869.1865731728121
6969,4425.059390629808,1743.3299306141007,3997.2851169933974,13544.227291929692,42,28,No,No,639.9120182557444
6970,4690.074148040552,1002.2328460155305,1540.8514867276594,48290.836823360434,68,34,Yes,Yes,517.1791067332845
6971,4507.365108135483,2281.876459146719,349.91600019874994,27302.631212070133,190,42,Yes,No,583.9729756223127
6972,4474.725756658189,2204.260455535198,1547.8568569169397,80095.66746064715,75,45,Yes,Yes,609.9884772029155
6973,2545.440728682514,2945.589408004779,4259.795772174501,22205.508919093103,152,0,No,Yes,621.420719326984
6974,3474.1172981050604,1305.6451019948906,402.4037603779328,66839.27189495649,101,11,Yes,No,379.9078508651084
6975,4311.674325027063,3381.77361275832,1465.855128286963,41342.27220371985,48,45,Yes,No,628.5400290024153
6976,5480.200845173398,604.0398515593159,4174.484165689482,31733.55945476331,75,1,No,Yes,611.3577479245547
6977,8162.621669628719,3280.9545060328887,3372.218868651635,26227.177974013197,97,24,No,Yes,907.9198506007871
6978,2473.491757666538,3674.5676294514897,2796.477247415953,14061.102955102457,82,45,No,No,630.6032179699633
6979,5860.175576502568,2116.339815419095,3791.256002082777,26050.272702188126,41,10,Yes,No,687.8958799109286
6980,1082.8311534388556,406.76735656673225,4615.879922008916,45416.74877574835,116,7,No,Yes,436.2327531352177
6981,6203.135462531123,3695.6915454683176,1757.122669140828,20374.734143101938,164,25,Yes,Yes,772.2138687129528
6982,4042.906825192439,4002.0927539493823,4380.013926314616,76371.72247607606,18,44,No,Yes,806.7920951197713
6983,1523.054736850723,2418.5636029694683,123.25652474189977,42620.0912846989,131,12,No,No,329.3588925459335
6984,9766.395328017608,2735.2352541844984,1721.9945950554343,69120.97098742914,157,29,Yes,Yes,931.0810837262773
6985,9143.708614306986,2831.961775285252,806.3259283627043,19673.5637494462,114,15,No,Yes,777.8431680871166
6986,3791.428133687264,735.2091451435954,5054.233948425574,50066.86378487379,160,27,Yes,Yes,690.3890864196903
6987,7294.240113429578,898.0598833115481,3656.5514896847826,64103.82243219996,186,12,No,Yes,790.8039188568183
6988,2863.575858799424,1272.4945653213103,4028.73082292288,31693.758589367662,61,36,No,Yes,570.1280234042816
6989,6425.811168884238,260.217480871429,264.5906266742858,59130.64188213715,95,41,Yes,No,531.8554780627139
6990,4388.52475917883,47.69211683957874,2442.7968733587422,41463.22308002796,122,23,Yes,Yes,504.9973824523465
6991,4090.8000989922593,267.45381635361844,2860.336023338768,59281.4141554596,56,48,No,Yes,550.3254744657055
6992,2043.9769217646524,3556.7886800081765,4364.373216588354,79291.14429891789,110,29,Yes,No,696.3302828283881
6993,7841.676035564546,2597.986233164521,649.1540942025186,77485.22584002551,171,17,No,No,746.9911396375284
6994,4246.110485058554,429.59919459527794,3414.206940552656,48722.29495343461,144,9,No,Yes,556.7147568296581
6995,8228.573943300584,3255.2414698330676,3323.6518513595256,38616.41040520143,187,27,No,Yes,968.2821209013845
6996,6791.984837316198,568.7887872464794,1234.5840704216953,12457.14091038295,91,30,Yes,Yes,577.1651859279675
6997,3977.6459776438796,1266.3932970669373,4927.5905099026295,28276.15911825916,68,24,Yes,No,655.1730085835288
6998,1694.1778195371674,2874.0596477161553,2159.7393303208696,71585.71666427422,193,1,No,No,498.6590972763169
6999,8151.559286533349,406.8014885523505,2944.823184869213,48292.78163215752,18,13,No,Yes,673.364099381812
7000,6245.632155783953,2117.5977809264,2509.104041325747,57849.158286403755,164,10,No,Yes,715.9763675353277
7001,5061.847479235589,1634.7163047653132,5068.113773379845,18410.285556413044,171,43,Yes,No,833.9230896507918
7002,8380.019843703096,2726.120170389636,553.4589631541563,56795.75591882939,37,2,Yes,No,661.6101057460157
7003,2000.8286867347438,3844.220351298929,1570.0392456868533,35279.68855556004,99,43,No,Yes,558.6497688575213
7004,6679.32343982922,459.12429888834237,3505.97579582049,63878.713452788106,106,35,No,No,733.5632305603809
7005,6609.687324677786,603.9652815738117,1598.6089155400566,72810.30698906827,54,3,Yes,Yes,534.0982368169041
7006,9649.565261695992,1989.4890045892641,1979.6553687682183,20187.147922234166,45,18,Yes,Yes,795.2248007446627
